Txt,Year12,Month12,idx
"일월 개띠의 성향 - 전해의 닭띠의 성격이 강하게 남아있다.

이 달 태생의 사람에게는 태평스러운 마음과 정이 두터운 다정성이 있다.
화려하게 출발하는 운수는 아니지만 꾸준히 노력을 쌓고 끈기로 자기자신의 운을 확실하게 잡아가는 사람이다.

편집, 교사, 기술자 등을 경험을 쌓고 발전해 간다. 
저축심이 왕성하여 어린시절부터 용돈을 저축해서 형이나 누나에게 빌려주는 착실성을 발휘하고 있다.
첫 월급부터 계획적으로 공제예금을 시작해서 결혼할 때까지 절대로 남에게 손을 벌리지 않는다.
또 정리하는 것을 좋아하며 난잡한 것을 싫어한다. 
자기 책상 위의 정리만으로 모자라서 남편의 소지품을 함부로 정리하거나 포켓의 정리를 해서 싸움의 원인될 지도 모른다.

애정에는 신중성이 눈에 띈다. 
시간이 걸려도 서둘지 않고 마음이 결정 될 때까지 꾹 참고 있다. 
그러하므로 융통성이 없는 것도 되어 연령차가 없는 연애에서는 트러블이 생기는 일이 많은 것이다.

또 이 달 태생의 여성은 더러워진 커튼, 정리정돈이 되어있지 않은 방에서는 강한 환멸을 느낀다. 
방으로 초대할 때는 정성껏 청소를 하여야 한다.

궁합은 여성은 포용력이 풍부한 토끼띠의 4월, 10월생 양띠의 정월생 남성이 좋고 남성은 감수성이 예민한 용띠의 4월생, 닭띠의 10월생 여성과 맞는다.
","戌","寅",73
"오월 개띠의 성향 - 회전이 빠른 두뇌와 대인관계가 좋은 인품이 뛰어난 점이다.

돈이없어 죽을 먹거나 남을 이용해도 털어놓고 하는 행동이므로 도리어 애교로 보이게 된다.
선두에 서서 사람을 이끌 타입이 아니고 비서역에 맞는 소질이다.
젊었을 때부터 무리를 하지않고 순조롭게 발전하는 것을 기다리고 있지만 30세가 지나서는 사람이 좋다는 것만으로는 통하지 않게 된다.
쓴 물도 참고 마실 수 있을 만큼의 폭 넓은 마음이 요구되는 것이다.

여성은 알레르기 체질이다. 
특히 피부는 꽃가루에 예민하므로 밤꽃이나 서향나무꽃 등 꽃가루가 날아다니기 쉬운 꽃에는 주의하기 바란다.

얼굴은 작고 갸름한 얼굴형이며 모자가 잘 어울리는 자신을 갖고 있다. 
그런데 남자친구는 모자를 그다지 좋아하지 않는 것 같다.

남성은 자기 생각대로 움직여주는 여성을 좋아하는 독재남편형이다.
말띠의 4월, 10월생, 개띠의 6월생 여성이라면 고집을 받아들이면서 가정 내의 질서를 부드럽게 유지해 나가는 궁합이 좋은 짝이 될 것이다.

여성은 남편에게 힘쓰는 타입이며 의식하지 않고 일의 능률을 올리는 조건을 만들 수 있는 처가 된다.
용띠의 4월생, 돼지띠의 12월생은 이것에 알맞는 궁합의 남성이다.","戌","午",77
"시월 개띠의 성향 - 직선적인 행동이 많은 사람이다.

정직,친절,총명성과 개띠의 성격인 밝은 면을 강하게 갖고 있다.
작곡가, 여성가수들이 이 달의 태생에 많다. 
사교가 능숙하고 전체를 볼 때 플러스 마이너스를 구분하는 감각이 잘 발달되어 있다.
언제나 햇살이 비치는 장소를 걸을 수가 있는 밝은 운수가 따라다니고 있다.

여성은 동네 사람과 애정이 깊다.
이 달 태생의 사람은 일상생활이 검소하지만 호텔의 그릴에서 요리를 먹거나 밍크코트를 걸쳐도 이상하게도 분위기에 꼭 맞는 무드를 갖고 있다.
당신의 성격으로는 절약해서 쓴다는 것보다는 쓰고 싶은만큼 일 한다는 생각이 맞는다.
결혼은 비슷한 성격 상대가 좋을 것이다. 
서로가 속박하는 일 없이 자유롭게 재능을 발휘해서 직업을 갖고 살아나감으로써 부부의 결합이 깊어진다.

여성은 뱀띠의 6월생, 닭띠의12월생 남성과 맞고, 남성은 뱀띠의 7월생 닭띠의 10월생 여성과 궁합이 맞는다. 
연애, 결혼은 잘 아는 사이의 경우가 많다.

또한 이 달의 사람은 순수한 학문탐구 생활로 새로운 분야를 개척할 가능성이 있다.","戌","亥",82
"사월 돼지띠의 성향 - 학창시절에는 그룹에서 제일 먼저 결혼할 것이라고 하였는데도 좀처럼 결혼을 할 수가 없어 결국 꼴찌가 되는 신세이다.

사람의 마음을 상하게 하지 않는 회화의 재간, 세련된 매너, 솔직한 성격이 갖추어져 있으면서도 혼기에 늦는 것은 학창시절 연애가 열매를 맺지 못하고 그친 이래 결단력을 잃었기 때문이다.
스타트는 순조롭지만 앞으로 나갈 수가 없고 초조한 이성관계가 사라져갔다는 교제를 몇번은 했을 것이다.

남성에는 호언장담을 할 만큼의 파이팅이 있는 사람이 많은 것 같다.
그만큼 자신만만하게 책임을 진 일을 도중에 내던지는 일은 하지 않는다.

커피에는 여하간 까다로운 사람이다. 
잘못해서 인스턴트 커피를 보냈다가는 큰일이다. 
콩도 자신이 갈아서 블랜드한 것이 아니면 마음이 놓이지 않는다.

궁합을 보면 여성의 표면은 온순한 것 같지만 속은 강한 점을 가진 범띠의 3월생, 용띠의 9월생 남성이 맞는다. 
남성은 자기보다 강한 성격의 여성과는 결혼하지 않으려고 한다. 
역시 마음에 중심이 강한 성격을 품은 뱀띠의 5월생 , 양띠의 9월생이 맞을 것이다.

이 달 태생에는 가수가 가장 많은 것 같다.","亥","巳",88
"구월 돼지띠의 성향 - 섬세한 신경을 갖고 있다.

그런데 자기의 구두를 닦는 것과 회사의 중대사를 결정하는 것을 같은 신경을 소비하면서 착수하므로 대단히 지치기 쉬운 사람이다. 
체력이 소모되면 월요병에 걸리는 전형적인 타입이다.
여하간에 수면제나 정신안정제의 신세를 지기 쉽다. 
그룹활동에서는 적극적으로 참가해서 주위에서의 밝은 자극을 받으면 자신을 갖게 될 것이다.

손재간은 대단한 사람이다. 여성은 수예의 선생을 할 정도이다. 
작품은 간직해두지 않고 친구들에게 싸게 선물하는 사람이다. 
이것이 예기치않은 PR이 되어 아르바이트의 일이 생기게 된다.

남성은 미니어쳐,프리모델 매니아다. 
단지 예쁘게 만드는 것만이 아니라 색을 칠하는 법에 의문이 있으면 자료를 철저하게 찾아서 확인하지 않으면 칠을 하지 않는다. 
나중에 고치면 되겠지 하는 식의 방법은 하지 않는다.
이렇게 섬세하며 신경질인 타입인만큼 일처리는 빠르고 정확한 사람과 궁합이 좋은 것이다.

여성에게는 쥐띠의 7월생, 원숭이띠의 12월생 남성이 좋고 
남성에게는 양띠의 6월생,  원숭이띠의 정월생 여성이 맞는다. 

연애를 하면 주위를 보지 못하는 사람이지만 5년이상 교제한 친구들의 의견을 존중하기 바란다.","亥","戌",93
"이월용띠의 성향 - 이 달의 태생은 추리력이 풍부하고 서재에 들어앉아 차분히 자기 생각을 발전시키는 동시에 이와같은 이론성을 실지로 응용하려는 적극성도 있다.

남녀 모두 온순하며 낙천적이고 친철성이 충만하다.

이 달의 여성은 겉 보기에는 이지적이며 새침한 느낌이 들지만 실제로 말을 해 보면 의외로 싹싹하고 겸손하다. 
그리고 잠깐 사귀에서는 알 수가 없지만 어딘가 마을을 잡을 수가 없고 정체를 알 수 없는 일면을 간직하고 있다. 
10년이나 사귄 친구로부터 [당신은 때때로 알 수가 없다] 라고 흔히 말하게 되는 사람이다. 
별로 이상한 말을 하거나 행동을 하는 것은 아니지만 같은 것이라도 이사람이 말하면 신선하고 신비롭게 느끼게 되는 것이다. 

넓은 어께와 두꺼운 가슴, 왕성한 생활력에 넘친 실천형의 남성과 결합될 것이다.
당신의 연출은 신비적인 무드가 만점이다. 
남성은 처음부터 끝까지 감미로운 한마디로 그치는 한 때를 지내게 될 것이다.

궁합이 맞는 것은 양띠의 정월생 남성이다. 
또 남성은 닭띠의 5월생 여성이 좋다.
또한 척추 관계의 병에는 주의하기 바란다.","辰","卯",2
"사월용띠의 성향 - 의지가 장하고 성격이 쾌할하고 작은 일에는 구애받지 않는 반면에 면밀하고 섬세한 점이 있어 스케일이 큰 인간미가 넘치는 사람이다. 

개성파 여배우나 포크가수들이 이 달 태생이다.
자기가 목적으로 하고 있던 일을 못하게 되었을 때도 낙심하여 기력을 잃는 일이 없도록 꾹 참고 시기를 기다려서 분기하는 사람인 것이다.
감정면에서도 기복이 심하며 어떠한 일이 생기면 날뛰거나 비관하며 낙심하여 날 뛰는 사람을 많이 볼 수가 있다.

특히 이 달의 남성은 술집에서 우연히 만난 동창생들에게도 기분좋게 있는 돈을 다 쓰며 이술집 저술집으로 데리고 다니는 사람이다.
허세의 사람이므로 착실하게 가정을 지키는 여성을 찾아야 한다.

쥐띠의 7월생, 소띠의 4월생 여성이 좋을 것이다.
이 달의 여성은 폭발적인 바이텔리티의 소유자이다. 
이만한 남자라면 하고 생각하면 적극적으로 부딪치는 사람이다.
이 넘치는 에너지는 몸 전체에, 특히 묵직하게 자리잡은 위대한 엉덩이를 상징하고 있다. 
보기엔 빈약한 것 같지만 강인한 정신력을 간직한 개띠의 정월생 남성이면 완벽한 궁합이다.
","辰","巳",4
"유월용띠의 성향 - 프라이드가 높고 자기 체면을 유지하기 위해서는 물질적, 정신적 양면 어떠한 희생이 되어도 마다하지 않는다.

사람에게 대접받거나 돈을 빌리는 일에는 특별히 신경을 돋군다. 
식대의 계산을 나누어 내자고 고집부려서 선배를 골탕먹이는 남성은 대체로 이 달 태생이다. 
친한 친구한테서 3억원을 빌려 받고 법정 이자의 최고액 3000만원을 받아야 한다고 말한다.
이러한 식이므로 꼭 빠른 상태로 사회를 거닐 수는 없지만 일단 찬스를 잡으면 비약적으로 발전할 가능성이 있다.

삼중고(三重苦)의 성녀 헬렌 켈러 여사, 18세기 프랑스 사회사상가 쟝 자크루소 등이 이 달의 태생이다.
또한 이 달의 여성은 윤리감이 강하고 결백하며 경건한 크리스찬이 많은 것 같다. 
따라서 결혼 전에는 굳게 몸을 지키나 일단 결혼하면 애정을 표시하기 위해서라면 어떠한 노력도 아끼지 않는 사람이다.

궁합은 소띠의 8월생 남성과 잘 맞는다. 
남성은 밖에서 전 정력을 소모하고 돌아오므로 어리광스러운 고집을 어느 정도 들어주는 여성인 닭띠의 8월생이라면 틀림이 없을 것이다.","辰","未",6
"시월용띠의 성향 - 뛰고난 후에 생각하는 사람이다.

성실하고 용기도 있고 머리의 회전이 빠르지만 너무 직관에 의존해서 일찍 실패할 기미가 없는 것도 아니다.
입사 첫날에 출근시간을 잘못 알고 한시간이나 지각해서 점잖게 들어와선 [여러분 일찍 나오셨습니다] 하는 인사말을 할 정도이다.

숫자와 자릿수를 틀리거나 빈 남비를 한시간이나 불 위에 올려놓거나 속옷을 입은 채 목욕탕에 들어가는 등 
어딘가 실수가 많은 사람이지만 솔직하고 명랑한 성격은 누구에게나 호감을 받는다. 
그리고 이 여성의 대형 핸드백에는 대체로 한 권의 만화책이 들어있다. 

이 달의 남성에는 애정의 표현에 그다지 진실성이 없는 사람이 있다. 
여성이 조용한 분위기에 잠겨있을 때에 맥주를 마시거나 담배를 피우니 신경질적인 여성에게는 맞지가 않는다.
활동적이며 신경이 강인하고 본인의 결점을 그때 그때 교정해 주는 무성운 아내를 갖도록한다.
또 이 달의 사람은 혼자서는 잠시라도 있을 수 없는 성미이므로 손님을 좋아하며 술도 마실 수 있는 여성도 좋을 것이다. 

쥐띠의 11월생이면 그만이다.

여성은 묵직하고 마음이 너그러운 남성을 찾아야 한다. 
용띠의 정월생 남성, 이것도 12년 뒤인 용띠의 사람이 이상적이다.
또 한 이 달의 남녀는 <뛰기 전에 살핀다> 란 서양의 격언을 잘 명심해 두기 바란다.","辰","亥",10
"사월 뱀띠의 성향 - 우두머리가 될 운수를 갖고있다.

동기생보다는 2년은 빨리 승진한다. 
부장급이 될 때까지는 열심히 회사일을 하지만 그 후는 중역 코스를 밟는 사람으로 나누어진다.
여하간에 40세가 지날 때는 재산도 모았고 상류생활을 한다. 
단 자신감이 지나쳐서 다른 사람의 반감을 살 때가 있으나 여기서 물러서지 않고 자신을 보장하는 실력을 붙여서 강인하게 밀고 나가는 것이다.

이 달 태생에는 희극배우들이 많고, 여성에는 국회의원이 간혹 있다.

남성은 강인한 처세를 하므로 이것을 커버하고 교재를 원만하게 운행하도록 달래주는 아내가 가정생활에서의 궁합도 좋은 것이다. 
소띠의 8월생, 토끼띠의 11월생은 이러한 여성이다. 

여성은 연애가 깊어지는 한쪽에서는 선 볼 말이 진행된다.
궁합이 좋은 것은 원숭이띠의 4월생, 닭띠의 4월생 남성이다.
그러나 정하기 어려울 때는 연애를 끝까지 해 나가는 것이 좋다. 
젊었을 때는 경제적으로 경제적으로 덕을 보지만 결혼 5년후는 남편의 운이 열려서 보람있는 인생을 보내게 된다.

또한 어깨통, 혈액불순 냉증의 여성이 이 달 태생에 많은 것 같다.
특히 산후에는 주의하기 바란다.
","巳","巳",16
"팔월 뱀띠의 성향 -화려하고 외향적이며 변덕스럽고 음주벽으로 다채로운 성격이지만 이것이 결점이 되지 않고 오히려 사람들에게서 호감을 받는 원인이 된 것은 기본적으로 순진한 성격이기 때문이다.

이 달 태생에는 민속 예술인이나 뉴뮤직을 좋아하는 특수한 사람이 많은 것 같다. 
직관력이 뛰어나고 위험을 피해서 지나간다. 
통솔력이 있고 학교시대는 클럽활동의 리더이고 회사에 들어가서는 엘리트코스를 곧바로 달리게 된다.
남녀모두 학생시대의 연애는 결부되지 않고 30세가 지나서 재회되지만 다시 한번 불태우려고 부리나케 집으로 돌아가는 긴박한 상태로 된다.

이 달의 남성은 여성을 좋아하는 것이 시종일관하고 있다. 
키가 늘씬하고 크고, 바스트, 웨스트, 히프가 짜임새가 있고 입이 작고 눈이 크다는 어디로 보아도 현대미인의 기준 그대로의 여성을 발견하고 마음 깊이 반해버리는 것이다.

핸섬한 남성이 많으므로 이 커플의 밸런스는 더욱 현저한 것이 되어 [대도체 어디서 저런 미인을...?] 하고 친구들이 놀라게 된다. 
거기에다 결혼생활은 행복하기 그지없고 어느새 성격상의 약점을 알 수 없게 할 정도로 교양이 풍부한 여성으로 변모시키는 것이다.

남성은 마음이 강한 여성 특히 범띠의 5월생과는 맞지가 않는다. 
또한 이 달의 남성은 결혼 후 만 2년이 지나도 어린애가 없을 경우 병원에서 검사를 받을 필요가 있다.
여성은 토끼띠의 2월생 남성이 맞는다.
","巳","酉",20
"십일월 뱀띠의 성향 - 여럿이 같이 있을 때는 명랑하고 떠드나 혼자 있을 때는 내성적이며 한가지 일에 열중한다는 성격의 2중적인 면을 가지고 있다.

행동의 화려성에 비해서 비교적 차분하며 열심성의 일면에 침착성이라는 식이다. 
손가락의 재간에 빠지지만 않는다면 어떤 분야에서도 30세가 지날 무렵에는 반드시 이름을 떨칠 운수이다

이 달 태생의 사람으로는 러시아 작가인 도스토예프스키가 있다.

특이한 일면은 의외로 질투심이 강하고 신경질적인 것이다.
특히 남성에게 이 경향이 강하고 자기의 애인이 차 속에서 다른 남자와 어께가 서로 스쳐도 스친부분을 손으로 씼는다. 
이러한 세심성이 도리어 여성의 사랑을 돋을 때가 있다.

여성은 조숙하다. 
빠를 때는 5,6세 때부터 남성의 눈을 의식해서 [여자의 최대의 일은 남자의 관심을 끄는 것이다] 라는 대원칙을 직관적으로 이해하고 있다. 
소꿉동무인 남자애에게 [나에게 매력을 느끼지 않니?] 라고 말해서 상대를 놀라게 할지도 모를 것이다.

중매결혼보다 연얘결혼을 하는 것이 좋다.
단 정확성을 위해 회사의 상사, 친척사람의 의견을 3인이상 구하는 것이다.

돼지띠의 3월생 남성이라면 틀림이 없다. 
남성은 겉보기로 글래머적인 여성을 구하지 말고 성격이 넓고 조금 둔할 정도의 여성과 결혼하는 것이 좋다. 
말띠의 10월생이라면 이상적이다. 

또한 이 달의 여성은 피부가 과민한 편이다.
세수를 깨끗이 하고 함부로 화장품을 바꾸지 않을 것.","巳","子",23
"십이월 뱀띠의 성향 - 감정을 솔직하게 표현하는 사람이다.

애인이나 마누라의 행동에 질투를 잘 하지만 이것은 사랑이기 때문에 조금이라도 의심을 감출 수가 없기 때문이다.
뱀띠 중에서도 가장 담백한 성질이므로 질투도 오래 가지않고 깨끗하게 승낙하는 화끈한 면이 사람들에게 사랑을 받는다. 

큰 일을 목전에 두는 사람이기도 하다. 
그 목적을 달성하기 위해서는 일직선으로 달리며 돌아가는 길은 절대로 생각지 않는다. 
그러기에 주위의 사람에게 피해를 준다는 것을 알지 못하는 것이 당신의 결점이다.
이 결점만 잘 커버한다면 35세 전후의 작은 물결을 제외하고는 순조롭게 된다.

연애할 때도 스트레이트로 애정을 표현하며 주저하지 않는다.
그러기에 깊이가 없다는 인상을 받지만 남성은 2세 이상 연령의 차이가 나지 않는 성격이 비슷한 여성과 결혼하여 명랑한 부부로서 대우받으며 친척과의 관계도 중심이 되어 잘 돼 나간다.

토끼띠의 8월생, 뱀띠의 9월생 여성과 궁합이 맞는다. 
여성은 반대로 사색적인 남성과 맞으며 그 행동성의 부족을 보충해주는 역할을 하게 된다.
닭띠의 4월생, 뱀띠의 9월생 남성과 맞는다.
","巳","丑",24
"사월 말띠의 성향 - 화려하고 외향적인 행동가인가 하면 상당한 이론가이다.

스포츠카를 타고 고속도로를 달리면서 엔진이나 디자인에 대해서 보통 승용차와의 다른 점을 유창하게 한바탕 떠들고 싶어한다.

보통 사람과는 달리 밀고나가는 힘이 강하고 조그마한 끄나풀도 최대한으로 이용한다. 
빽으로 학교에 들어가는 것도 아무렇지도 않게 생각할 정도이며
백화점의 판매원과 친해져서 할인 특매가를 이용하는 것 쯤은 아무것도 아니다. 

결혼피로연은 물론 회비제이다. 
명함을 받은 사람에게는 모두 초청장을 내서 신혼여행의 비용을 충당시키고도 아직 거스름돈이 남았다는 악착스러운 사람이다.
현대를 살아 가는데 적성 만점인 사람이다.

그런데 극단적으로 비관해서 빠져나오는데 시간이 많이 걸리게 되는 수가 있다. 
평상시 개성이 강한만큼 주위 사람의 조력을 얻을 수 있도록 마음을 쓰기 바란다.

이러한 남성에는 온순하지만 마음이 강한 양띠의 11월생, 개띠의 8월생 여성이 맞는다. 
여성은 크게 감싸서 끌어주는 남성이 필요하다.
뱀띠의 6월생 개띠의 4월생 남성과 생리적으로도 꼭 타이밍이 맞는 커플이다.","午","巳",28
"팔월 말띠의 성향 - 감각적인 판단으로 계속적인 행동을 보인다.

생각에 생각을 거듭한 결론보다는 피부로 느낀 첫인상을 존중한다. 
초지의 단계에서 기초적인 연구를 착실히 해 두면 25세 전의 젊은 나이로 성공을 할 수가 있다.
영화배우 숀 커넬리가 이 달의 출생이다.

비즈니스맨이 되어도 선배가 적은 신설부문에 배치되어서 동기생 중에서도 톱을 달리는 사람이다. 
평상시는 그늘에 가리워서 빛을 보지 못하나 자기의 손해가 되는 일은 절대로 하지 않고 사람을 눌러붙이는 능청스러운 점이 있다.
조그만 기회에 이것이 클로즈업되어 상사나 동료의 신뢰를 잃게 된다. 
남편의 본가에 금전적인 트러블이 생겼을 떄 부부사이에 미요한 금을 가게하는 것은 처의 이 결점 때문이다.

이 달 태생의 사람은 여행을 좋아한다. 
특히 남성은 여행 중에 놀기를 좋아하며 회사에 전달한 출장 스케줄과 집에 알리는 스케줄에는 하루나 이틀의 차이가 있는 것 같다.

남성의 궁합을 보면 뱀띠의 4월생, 개띠의 11월생인 딱 잘라서 행동하는 여성과 맞는다. 
약간 변덕스럽고 감정에 빠지기 쉬운 당신과 반대의 성질이 플러스된다.

여성은 건실하고 상식적인 생활을 좋아하는 개띠의 12월생, 양띠의 10월생 남성이 맞는다.","午","酉",32
"일월 양띠의 성향 - 전해의 말 성격과 비슷하며 명랑하고 행동력도 있고 독립심이 왕성하다.

단 소심하며 과감한 모험을 하지 못하여 모처럼의 찬스를 눈 앞에 두고 놓치는 경우가 있다. 
샐러리맨이라면 언제 계장, 과장이 되는가 정년까지는 얼마를 저금하는가,
결혼은 몇살에 하고 어린애는 몇명 둔다는 면밀한 인생설계를 세워서 이것을 꾸준히 실행해 나간다. 
레코드의 바늘 같은 것도 사용시간 끝까지 사용하는 사람을 흔히 볼 수가 있다.
그러나 쫌팽이는 아니다. 마작을 하자고 권하면 한판정도는 상대를 하고 바에 가면 예술론도 토론하고 
호스테스와 서로 웃음도 나눈다.

여성은 몸집이 좀 작은 평이나 균형이 잡혀 있는 것이 특징이다. 
애정교환을 할 때 분위기 조성으로부터 시작해서 형식을 밟지 않으면 마음이 차지 않는다. 
데이트에는 기분좋게 응하고 말도 잘 하지만 비교적 조심하므로 결혼을 전제로 하지 않으면 재미있게 교제할 수가 없는 것 같다. 
남녀 모두 비약하기 위해서는 자기의 틀을 자신이 깨는 용기가 필요하다.

궁합은 여성이면 뱀띠의 3월생 남성이 좋다.
남성이면 토끼띠의 8월생 여성이 좋을 것이다.

귓병, 축농증 등 이비과 계통의 질병에 주의하기 바란다.
","未","寅",37
"오월 양띠의 성향 - 이 달의 여성은 육체에 관한 한 남자가 여성에게 바라는 모든 소질을 갖추고 있다. 

귀엽고 기품이 있는 얼굴모양, 가는 목줄기, 풍부한 앞가슴, 날씬한 허리, 펑퍼짐한 엉덩이, 순백한 피부로서 아라비안 나이트에서 찬양되는 이상적인 처녀 그대로이다.
파티나 다과회에는 반드시 호스테스로서 끌려나가게 되는 여성이다. 
멋있는 것은 몸 뿐만이 아니다. 겸손하고 감수성도 예민하며 센스가 좋은 것도 남달리 뛰어나다.

남성은 작은 몸매이면서도 갖추어진 용모와 균형이 잘 잡힌 몸을 갖고 있다. 
약간 혀가 짧은 듯한 언어법은 특히 연상의 여성이나 물장수의 여성을 끌어들 일 것이다.
바의 한 구석에서 늘어진 머리카락을 한 손으로 살짝 빗어올릴 때마다 한 사람의 여성이 이 남자에게 사로잡히게 되는 것이다.
술을 좋아하며 양주나 소주, 정종이라도 있으면 있는만큼 마시는 편이므로 알콜중독에 주의하기 바란다.

과수원, 목장, 농장 등 나무나 풀과 인연이 있는 직업을 가지면 성공하게 된다. 
취직한다면 회사 내에서도 연구실이든가 기술개발부 등 아이디어와 창조력을 살리는 곳을 택하여야 한다. 

남성은 상냥하고 모성본능이 강한 개띠의 5월생 여성이 좋다.
여성은 관대하게 리드해 주는 원숭이띠의 6월생 남성이 이상적인 궁합이다.

이 달 태생에는 작가, 연극배우, 가수들이 많다.","未","午",41
"시월 양띠의 성향 - 이 달의 남성은 두뇌가 명석하고 냉정하고 침착하고 철저한 현실주의자이다.

자기의 대망 성취를 위해서는 갖은 술책을 다할 것이며 부모형제까지도 희생시킨다. 
전국시대의 장수의 피를 이어받고 있다. 

시대흐름에 민감하여 변신을 빨리한다.
보기에는 태평하고 쾌활한 성격도 따지고 보면  인정이나 일시적인 감정에 빠지지 않는 침착, 냉정심에서 온 것이라 할 수 있다.
정치가, 기자, 편집자, 기자 등이 되면 성공은 틀림없다.

여성은 젊었을 때 리더쉽을 발휘해서 그룹에서 그룹의 일을 잘 본다.
남편을 지나치게 소중히 하므로 약간의 감기라도 회사를 쉬게 하고 야근을 싫어하므로 사회적인 성공을 얻고 싶은 남성에 있어서는 그다지 좋은 아내라고 보기 힘들것이다.
가사이외에도 남편을 리드하는 경향이 강한 것 같다. 
마음도 온순하고 몸도 튼튼하지만 이상하게 신경질적이며 어디 한 곳도 나쁜데가 없는데도 감기약, 소화제 등을 상용하고 남에게도 먹이고 싶어한다.

남성은 겸손하고 마음이 약한 말띠의 8월생 여성과 알맞다.
여성은 범띠의 9월생 남성과 잘 어울린다.","未","亥",46
"이월 원숭이띠의 성향 - 정월 태생과는 그 양상이 전혀 다르며 친절하고 낙천가이다.

회사에 새로이 입사한 그 날에 경리아가씨나 엘리베이터 여직원과 아주 친해지거나 며칠이 지나서 다른 과의 여직원과 데이트를 할 정도의 교제가 좋은 편이다.
대인관계가 좋으므로 조직력도 있고 학교나 직장에서 금시에 친해지자마자 클럽을 조직한다. 
결혼의 피로연이나 그룹여행 등에서 이 사람에게 간사의 역을 부탁해 두면 절대로 안심이다.

젊었을 때에 사랑을 받고 주목을 끌지만 인품의 무게가 없다는 점에서 중년이 되는 시기가 되면 차차 일하는 면에서의 인상이 도리어 희박해져서 선발의 멤버에서 빠지는 사태가 생길 수가 있다.
남을 잘 도와주고 정직한 반면에 자신의 생활은 남에게 보이지 않게 하고 의외로 알려져있지 않는 점이 많은 사람이다.
친구들과 유쾌하게 술을 나눈 뒤 헤어진 후는 반드시 혼자서 다시 마시러 간다. 
여기서 볼 수 있는 얼굴은 평상시에는 볼 수가 없는 마음 속으로 남한테 이기려는 표정이 나타난 우울한 얼굴이다.
남성은 가정의 일에는 그다지 간섭하지는 않지만 실은 좀 고집적인 요구를 갖고 있다. 

범띠의 3월생, 뱀띠의 5월생 여성은 이 마음을 알아차리고 일부러 한다는 것을 모르게 하면서 
위로할 수 있는 사람이며 궁합도 좋다.
또 여성은 눈썹이 짙고 정신적으로 건전한 쥐띠의 6월생 남성과 궁합이 맞는다.
","申","卯",50
"유월 원숭이띠의 성향 - 감동하기 쉽고 싫증도 빠른 성격이다.

감정의 기복이 심하고 사소한 일에도 불끈하는 반면에 눈물이 많은 것도 보통사람 이상이다. 
그만큼 일에 미치는 경향이 있어 주위에 항상 파란을 일으키는 일이 생긴다. 
고독감을 싫어하는 성질이며 항상 사람들에게 감싸여서 떠들고 지내고 싶어한다.
그러나 떠들고 지낸 후의 적막감이 슬픔을 가져다 주는 사람이다.
감명을 쉽게 받는 것은 마음뿐만이 아니다. 조그만 자극에도 몸 전체가 민감하게 반응한다. 
특히 목줄기에서 어깨, 등에 걸친 감수성이 예민한 사람이 많은 것 같다.

알콜에 약한것이 약점이다. 얼굴에 나타나지 않으므로 기분나는대로 마시고 일정한도를 넘으면 갑자기 취해서 정신을 잃어버리고 만다.

이 달에 태생에는 가수로서 목소리가 예쁜 사람이 많다. 
전화를 통해서의 목소리는 그야말로 일품이다. 
남성은 가는 손가락의 소유자이며 담배를 피우는 태도가 멋있는 것도 매력의 하나이다.

궁합은 남성은 모성적으로 마음이 따뜻한 여성을 구한다.
양띠의 5월생, 쥐띠의 2월생 여성과 2년이상의 교제를 거쳐서 결합하는 것이 이상적이다.
여성은 안정성이 있는 성격의 소띠 10월생, 토끼띠의 3월생 남성과 맞는다.","申","未",54
"시월 원숭이띠의 성향 - 원숭이띠 중에서도 가장 충실하게 활동하는 사람이다.

쉬는 날도 집에 가만이 앉아있는 성미가 못 되며 
오전중부터 어딘가 들떠 있고 낮 이후는 복잡한 거리를 다니고 있다. 
새로 개점한 집에는 만사를 제치고 달려가서 기념품을 받아가지고 온다.

자기 용건이 끝나면 상대의 말이 끝나기도 전에 전화를 끊거나 거스름돈만 받고 
물품을 갖고오는 것을 잊는 아둔한 성격이다.
면밀한 계획성을 필요로 하는 직업이나 스케줄에 구속되는 직업, 하루종일 앉아서 하는 직종에는 절대로 맞지가 않는다.

몸치장에는 무관심한 편이며 회사차를 빌려서 데이트하는 것도 보통이다.
말에 꾸밈새가 없으므로 프로포즈도 갑자기 단도직입적으로 한다.
상대방은 너무나 갑작스러운 일에 놀라지만 그 날 밤 집으로 돌아가서 오늘 당한 일을 생각하면 평상시 보고있던 사고꾸러기라는 통념과는 달리 따뜻한 마음과 진실성이 떠올라 승낙하는 것이 당연하다고 생각하게된다.
여성과 단 둘이 되면 평상시의 행동으로는 믿을 수 없을 정도로 친절성과 조심성이 있다.

궁합이 맞는 것은 소띠 8월생, 토끼띠의 7월생 여성이다.
여성은 토끼띠의 8월생 돼지띠의 2월생인 환타스틱한 행동을 사랑하는 남성과 궁합이 맞는다.","申","亥",58
