basic,daesang,basic1,unse,cash,love,marriage,health,business,trade,miss,travel,wish,employ,school,weather,name,idx
"건이란 건, 즉 굳세고 피로할 줄 모르는 것을 뜻한다. 강건하고 충실하고 능동적이다. 모든 양효(6개의 막대)각각는 강하고 적극적인 것을 상징하는데 특히 전부가 양효로 되어 있는 이 괘는 순수한 것을 의미한다. 자연에 적용하면 하늘이 움직이는 것이고 인간으로는 장년기, 사업으로는 전성기를 나타낸다. 물론 뻗어가는 운을 나타내는 괘지만 그만치 책임은 무겁고 긴장이 끊어지지 않는다. 그러나 사물은 성하면 쇠하는 법이다. 달도 차면 기우는 것이다. 정점에 도달한 것은 쇠퇴하고 몰락하는 첫 걸음이 되는 것이다. 운이 뻗쳤다고 지나친 언동은 삼가야 할 것. 건은 용으로 상징하여 설명된다. 건의 위대한 창조력, 그 힘을 받아서 만물은 시작된다. 건은 하늘의 도를 다스리는 근원이다. 구름은 하늘에 흘러가고 비는 대지를 적신다. 이 하늘의 힘을 받고 만물은 여러가지 형태를 이루어, 하늘과 땅 사이를 채운다. [건]의 힘은 아무것에나 방해받지 않고 두루 퍼져서 뻗어나간다. 건괘는 잠복해 있는데서 비약에 이루는 만물의 전 과정을 밝힌다. 육효에 의해서 그 각각의 시점을 가리키고, 그 때에 알맞게 여섯 용을 타고 하늘의 도를 자기 것으로 삼고 다스려 가는 것이다. [건]의 도는 때에 알맞게 변화해서 만물의 천성을 개화시키고 천지 간에 커다란 조화를 보전한다. 그러므로 [건]의 법칙의 움직임은 순조롭고 영원한 것이다. 이 도에 의해서 임금은 만백성 위에 군림하여 천하를 평화롭게 다스려 갈 수 있다.","하늘의 운행은 건전하고 적극적이어서 잠시도 쉬지 않는다. 군자는 이 괘상을 보고 잠시도 마음을 놓지 않도록 노력하고 힘 쓰는 것이다.","건은 굳세고 강건하다는 것이다. 하늘이 넓고 무한이 큰 것처럼 올바른 사람은 앞이 막히는 일 없이 정정 당당히 나아갈 수 있는 것이다. 사람은 항상 원만성을 몸에 지니고 진실하게 정도를 밟아가지 않으면 안 된다.","건은 무한히 큰 하늘을 의미한다. 또한 위대한 부친을 의미한다. 이 괘는 전부가 양일로 되어 있어서 역경에서는 여섯마리의 용이 하늘을 나는 모습으로 비유하고 있다. 또한 [군자는 노력을 쉬지않는다]는 대상의 말은 언제나 건강하고 일상생활에서는 게으르지 않고 꾸준히 행동함으로서 현실을 뚫고 나아가 무사히 지날 수 있다는 것을 의미하는 것이다. 
운기는 향상되어 오르지만 실질이 따르지 못하는 때이다(이미 얻을만한것은 모두 얻었다). 관념만이 공전하는 일이 많고 발이 땅에 붙어있지 않는 들뜬 상태이다.","지금 당장 돈이 내 손에 들어 올 것인지, 점치기에는 좀 무리한 일이다. 서서히 상대방에게 이야기해 보는 게 좋다고 본다. 또, 일분일초를 다투는 때일지라도, 두시간 아니면, 다섯시간 정도, 길게 잡아서 상대방에게 여유있게 말해보는 것이 좋을 것이다.
현재의 일상생활에 있어서의 돈 사정은 이만하면 그럭저럭 꾸려나갈 정도이다.
장사꾼은 돈의 융통이 잘 안되어 앞이 막히고 있는 때이다.","이 괘의 경우 연예는 찬성할 수 없다. 서로가 성격이 비슷 비슷하고, 너무 기질이 강한편인데다가, 성질이 급해서, 연애의 분위기도 없으며 아늑하고 상냥한 기분을 맛 보지도 못한다.","일이 성사가 안 되는 수가 많은 편이다. 남자는, 결혼보다 생활안정이 앞선다고 본다. 
그러나 여성이 상대의 남성을 점쳐 볼 때에 어떠냐 하면, 이외로 믿음직한 활동가의 괘가 나온다.
반대로 남자가 상대의 여성을 점쳤을 때에는, 건은 남성의 괘이기 때문에, 여러가지 점에서 무미건조한 타입의 상대로 나타난다.","전염성, 유행성의 병에 걸린다. 
신경통, 류마티스, 식욕부진, 변비, 부종, 신경과민, 수면부족등의 의미도 있다. 중병에 걸린 사람이나 오래동안 병상에 누어있는 사람에겐 위험한 때이다.","물질적으로는 속이 비어 아무 보답이 없다는 뜻을 갖기 때문에, 사업, 상담, 제정면에서 실제적인 성적은 그리 쉽게 나타나지 않는 때이다. 특히 사업면에선 너무 인재가 많다든가 그렇지 아니하면 행동이 수반되지 않는 우유부단한 의견만이 많아, 실행이 안되는 때이다.","서서히 부드럽게 앞으로 나아가는 것이 좋다. 맹목적으로 목적 없이 나간다면, 실패한다든가 혹은 시비에 말려 들어간다. 그러니 꾸준히 쉬지 않고, 인내성 있게 나간다면 당장 눈앞에서 성사되기 힘들듯한 일이라도 서서히 언젠가는 결실을 볼 때가 반드시 있을 것이니 참아야 한다.","찾기 어려운 때이다. 결국 찾기가 불가능하다고 생각해 두는 편이 좋을 것이다.","단체 여행 또는 클럽을 지어 비교적 번창한 곳으로 여행한다. 
이사할 필요성에 처해있는 사람이라도 두달 후나, 오개월 뒤에 가서 이사할 곳을 물색해 봐야한다. 사무소 이전 관계라면 빨리 물색될 때이다.","무리를 하지 않고, 꾹 참아 인내성 있게 때를 기다리고 있으면 기회가 온다.","견실한 근무, 예를 들면 시청,구청,학교 등과 같은 공무원 관계라면 비교적 잘될 때이다.","일류학교를 지망해도 좋을 때라고 본다. 좋은 운세를 타고 있다.
그렇지만 방심해서 마음을 놓고 있어선 안된다. 왜냐하면 경쟁 상대자가 많은 때이기 때문이다.","푸른하늘의 좋은 날씨다. 여름철이면 가무는 날씨고, 가을이면 맑게 갠 아주 청명한 하늘이다. 겨울이라면 대단히 추운 날씨이다. 곳에 따라선 큰 눈이 온다.","건위천(乾爲天)","1"
"곤의 괘는 대지의 상징이다. 대지는 고요하고 움직이지 아니하나 풍부한 힘을 갖추고 있으므로 모든 것을 낳고 육성한다. 전부 음효로 되어 있는 이 괘는 [건]의 굳셈, 적극, 남성적인데 반하여 유순하고 소극적이고 여성적인 것을 의미한다. 물론 유순하다고하는 것은 굳세다는 것보다 뒤떨어지는 것은 아니다. 하늘의 힘도 땅이 받아 들일 때에야 나타난다. 남성의 정기도 여자를 얻음으로 비로서 새로운 생명을 만다. 음양은 대립되어 있으면서 통일되어 있는 것이다. 이괘는 소극을 지킴으로서 적극을 능가하고 뒤떨어짐으로서 앞에 서고 유하면서도 강을 누르는 도를 나타내고 있다.

곤의 괘는 크게 혈통한다. 
완전한 곤의 생성력, 그 힘을 받고 만물은 태어난다. 대지는 두터워서 만물을 자기 위에 싣고 있다. 그 덕은 하늘의 넓은마음과 일치한다. 곤의 한없는 포용력에 의해서 만물은 저마다 성장하고 뻗어 나간다.
암말과 같이 유순하게 스스로의 도를 지킬 것. 암말은 유순한 가운데서도 무한한 힘을 감추어 가지고 있다. 유순하면서도 또한 굳게 절조를 지킨다. 이것이 곤의도를 따르는 군자의 길이다.
그러므로 선두에 서서 나아가려 한다면 반드시 길을 잃고 헤매지만 남의 뒤를 따르면 순조로히 목적지에 도달할 수 가 있는 것이다.
결혼 전에는 좋은 친구를 얻어 도움을 받으나 결혼 한 후에는 친구를 떠나 오직 남편을 섬겨야 한다. 최후에는 커다란 즐거움이 있을 것이다. 여성다운 정숙함을 항상 잃지 않는다면, 대지가 무한한 것처럼 길이 행복 할 것이다.","대지의 움직임(생성력), 이것이 곤이다. 군자는 이 괘상을 보고 덕을 후하게 하여 만백성을 포용해 간다.","곤은 조용하다. 부드럽다. 따르다, 순종하다, 하는 뜻이다. 자기 스스로 행동하는 적극성이 아니라, 남에게 따르는 것을 뜻한다. 가축의 암컷처럼 남에게 잘 따르는 것은 순종의 덕을 표현하고 있다. 그 때문에 이것은 모든 행동에 있어서 남보다 앞장서서 나가는 것이 아니라, 뒤따라 여자로서의 입장을 지키는 것이다. 서남(西南)은 곤의 방향이며, 음(陰)이다. 동성(同性)을 의미한다. 서남의 방향으로 간다면 동성의 협력을 얻을 수 있으나, 동북(東北)은 간이고 남성을 의미함으로 동북으로 간다면 친구들과 헤어진다. 남편 하나만을 의지하여 정조를 지킨다면, 그것으로서 또 편안함을 얻는다. 여성은 남편에 따라서 자기가 의지할 곳과 여자라는 순종의 자각을 얻게 된다.","곤은 한없이 넓고 넓은 대지를 뜻한다. 대지는 모든 것을 담아서 육성시키고, 성장시키는 것이, 그 덕이라 하겠다. 또 곤에 어머니의 뜻이 있는 것은 대지가 물건을 양육하는 것에서 연유한다고 본다.
조용하고 잠잠하며, 온순하다는 것이 이 괘의 가장 좋은 진퇴의 방법이다.
우선 어떤 일일지라도, 사람에게 앞서지 않고, 사람에게 쓰이게 되고, 그 명령을 받아서 일하는게 좋은 때이다.
그렇지만 친척들을 돌봐 주어야 할 일이 많은 때이어서, 고생도 있을 것이라 하겠다.","풍부하지는 못한 편이지만, 그렇다고 부자유한 것도 아니다. 그러나 교제에는 좋은 기분으로서, 드는 비용이 아깝다고 생각하며 인색하게 나가선 안 된다.","서로간에 아직도 마음이 결정되어 있지않다. 이대로 나간다면 흐지부지되고 만다.","남성 쪽으로부터 여성을 봤을 때에는 화려하지 않고 좀 검소하지만, 오래 가정생활을 해 가면 차차 좋은 아내가 될 타입으로 느껴질 것이다.
여성편에서 볼 때에 남자는 좀 지저분한 평을 듣게된다.","대체로 소화기 계통의 질환이 있다. 장티프스등의 전염병, 구토, 설사가 있는 때이다. 또 보통 일상생활에 있어선 과로, 가벼운 노이로제 등이 생긴다.","바쁘게 서두르지 말고 남들과 상의한다면, 좋은 때이다. 또, 좋은 힘이 될 이야기 상대가 생긴다. 새로운 사업을 시작한다든지, 확장한다든지 적극적으로 나갈 때가 아니다. 모든 점에서 현실을 건실하게 유지하는 것이 중요하다.","서로 주저하는 마음이 있으며 또 자기에게도 우유부단한 점이 있기 때문에 뜻대로 잘 되지 않을 때다.","집안에선 이불 속이나 다락안에 또한 많은 물건이 싸인 속에 잊어 버리고두는 수가 있으며 찾을 때에는 서쪽이나 서남쪽으로 찾으면 된다. 밖에서 잊어버린 것은 찾을 가망이 없으리라 본다.","차분한 여행이 될것이다.","오래 기다리는 마음만 있으면 멀지 않아 소원성취 될 것이다. 단기간으로 잡아서 삼일, 삼개월, 길게 잡아서 삼년 정도로 생각해 두도록","우선 어디에 취직해야 좋을지 마음이 엇갈리어 헤메고 있을 때다. 그러므로 윗사람에게 상의한 연후에 하는 편이 좋을 것이다.
그러나 장사관계, 또한 토지, 부동산 방면의 일에 종사하는 것이 좋다고 하겠다.","목적이 너무나 많아서 아직까지 결정을 못 보고 있을 때이다. 문제는 자기자신이 혼란되어, 판단을 못 내리는 마음을 하루 속히 없애버리는데 있다. 게다가 자기의 목적과 부모의 희망이 일치하지 않는 일도 있다.","대체적으로 날씨는 흐려있다. 여름은 대단히 무더운 날씨여서 진땀이 날만큼의 날씨다.","곤위지(坤爲地)","2"
"둔은 막혀서 나아가기가 괴로운 것.
초목의 싹이 굳은 땅을 뚫고 나오지 못하는 상태를 나타낸다. 안으로는 젊고 싱싱한 생명력을 가지면서도 충분히 뻗어 나갈 수가 없는 것이다.
인간이라면 고민이 많은 청년기, 사업이라면 난관이 많은 초창기에 해당한다. 상괘의 감은 물이므로 빠지는 것을 나타내고 하괘의 진은 천둥임으로 움직이는 것을 나타낸다. [둔]은 움직이려고 하다. 곤란에 빠지는 상태를 말하고 있다. 이 괘는 네 가지 큰 어려운 괘의 하나이지만 나쁜 것만은 아니다. 인생 시초부터 순풍에 돛을 단듯 나아갈 수 있겠는가? 젊고 싱싱한 생명력으로 고난을 견딤으로써 새로운 발전이 약속되는 것이다. 지금의 고민은 크게 성장하기 위하여 걲는 진통이다. 

둔은 강과 유가 처름으로 서로 교합하여 새로운 것을 태어나게 하는 그 고난의 때이다. 그러나 고난에 굽하지 않고 활발하게 움직이어 나아간다. 그래서 마침내 막히는 것이 없이 뻗어나가 번영한다. 마치 천둥과 비의 에너지가 하늘과 땅 사이에 넘쳐서 마침내 큰 비가 되어 지상의 만물을 적셔줌과 같다.
지금은 혼한과 암흑이 지배하고 있다. 초조하다고 서둘러서는 안 된다. 인재를 뽑아서 적재 적소에 배치하고 꾸준히 노력하여 이루려는 계획을 밀고 나아가야 한다.","구름이 자욱하게 덮여서 천둥이 울리나 아직 비가 되어 만물을 적시기에 이르지는 못하였다. 이것은 [둔]의 괘상이다. 군자는 이 괘상을 보고 이러한 침체 상태를 타파하기 위하여 국가경륜의 큰 뜻을 세운다.","둔은 정체하다는 것이다. 고민 속에서 몸부림친다고 하는 의미다. 겨울철의 대지속에서 풀의 새싹이 봄을 기다리고 있는 모습이다. 이런 때에는 무조건 앞으로 나가지 말고 때가 오는 것을 기다리고 실력자를 믿고 그 협력을 구해야 비로서 행동을 개시할 수 있는 것이다.","둔은 인간의 세계에서 그 예를 찾는다면, 아버지와 어머니와의 애정에 의해 장남이 태어난 기쁨과 지금부터 성장하는 아이를 바라보고 있는 양친의 격정이나 고민을 의미하고 있다.
물체가 성장하는 과정의 곤난성을 말하는 것이다.
예컨데 옷감을 찾는데 있어서도, 날실을 고정시켜서 씨실을 짜들어가는 것과 같이 모두가 세로와 가로의 조직을 처음부터 확고하게 갖추어두지 않으면 안된다는 뜻이다.
이것은 한 나라, 회사, 가정에 있어서도 다 동일하다.
그런고로, 이 괘가 당장 좋다고 하는 판단을 내릴 수는 없다. 큰 희망이나 목적이 있으나 아직 시운이 성숙되지 않기 때문에 상담의 상대나 협력자들과 함께 행동으로 옮아가는 시기를 기다리고 있을 때이다. 만일 당신이 혼자서 행동하고자 한다면 도저히 효과를 거두어들이지 못한다. 혼자 단독으로는 손이 모자라서 일을 처리 못하는 상태이기 때문이다.
또 반대로 말하자면 당신에게 힘이 있어서 사람으로부터 부탁을 받는 일이 있다면 서슴치 않고 받아서, 크게 협력해 준다면 뒤에 가서 자기도 행운을 얻게 된다. 어쨋든 이 점괘가 나올 때는 인재등용이 중요하면 또 훌륭하고 좋은 사람이 얻어지는 때이다.","일상생활에선 이만하면 부족이 없는 정도라 할 수 있다. 또는 당신이 투자한 출자금을 회수하지 못해 난처해지는 일도 생기는 때이다.","서로 입장을 달리하는 연애가 많고 곧 결합되는 상태는 아니다. 지금 형편은 어떻게 하면 좋을지 생각에 잠기어있는 상태다. 사랑을 끝맺기 위해서 앞으로 나가자니 생활문제가 가로막는 때이다.","이쪽에서 자진해서 적극적으로 나갈만큼 좋은 상대는 아니다. 일이 생각대로 잘 진행되지 않는 것이어서 단념해 버리는 편이 좋을 때이다.","각기, 심장장애, 구토, 월경불순, 소화불량, 가슴앓이 등이 생긴다. 대체적으로 몹시 차거워지는 때가 많기 때문에 보온에 조심하도록.","다사다난한 때이다. 그래도 인내와 노력이 필요하다. 그러나 그렇다고 용기를 상실해선 안 된다.","뜻대로 원만하게 일이 되지 않는다. 상대방에게 책략이 있든가 혹은 상대방 자체가 내부적으로 곤란한 문제를 가지고 있는때이다. 어떻든지간에 좋은 효과는 얻지 못하는 때이기 때문에 자중하여 신중하게 생동해야 한다. 
또 상대방이 이야기를 갖고 온다고 하드라도 그다지 희망을 가질 수 없는 때이다.","좀처럼 발견하기가 어려울 것이다. 왜냐하면 집안에 있는 물건도 찾기 어려운 때이니까.. 햇빛이 드는 밝은쪽에서 찾아보면 간혹 찾을 수 있을 것이다. 또 이미 남의 손에 넘어간 경우도 많다.","여행은 하지 않는 편이 좋을 때이다. 간 곳에서 재미없는 일이 생긴다.
이전(이사)은 지금 당장 하지 못하는 상태에 놓여있다. 이사를 간다 하드라고 좋은 일은 생기지 않는다.","처음에는 곤란하다. 참을성을 필요로 하게된다. 물론 한 사람의 힘으로선 달성이 힘들다. 협력자를 구해보도록.","현재로선 무리하고 가망이 없다. 연줄이 있으면 그 줄을 타서 선배에게 부탁하는 것이 좋을 것이다.","지망하는 학교에는 합격되기 힘들다. 당신의 반년동안의 공부 여하에 따라 가능성이 생길 것이라 하겠다. 그때 다시 점을 쳐 보도록.","대체로 날씨는 흐리다고 보는 편이 맞을 것이다. 그러나 지방에 따라선 다소 비가 내리며 곳에 따라 안개도 낄 것이며, 산악지방에선 구름이 산간을 둘러싸고 앞이 내다 보이지 않게 된다.","수뢰둔(水雷屯)","3"
"몽이란 덩굴풀의 일종이다. 무성해서 나무를 덮고 그 밑은 어둡게 됨으로 [컴컴하다], [덮는다] 는 뜻이 된다. 이 괘는 갓 태어난 상태를 나타낸다. 이전괘인 수뢰둔의 뒤를 받아 무지 몽매한 어린아이의 상태를 나타내고 그 지능이 어떻게 개발되어 가는가, 즉 계몽[몽을 연다]의 도를 설명한다. 따라서 지적인 일에 종사하는 자에게는 밝은 미래를 알려주는 고이다, 상괘의 산, 하쾌의 물을 나타내고 산 기슭에 흐르는 샘의 형태이다. 샘에서 흐르는 물줄기는 가냘프고 의지할 것이 못되나 나중에는 큰 강이 될 가능성을 가지고 있다. 어린이도 또한 무한의 가능성을 간직하고 있다. 다만 그 가능성을 전면적으로 실현하기 위해서는 소박한 마음으로 좋은 지도자에게 배워야 한다.

[몽]의 괘는 산 밑에 위험한 감(坎-구덩이)이 있는 형상이다. 곤란함을 당해 잠시 발을 멈추는 것이 몽이다. 올바른 가르침으로 지도를 받고 시기를 보아 움직인다면 장차 크게 뻗어서 발전할 것이다.
그러나 지금은 무지한 유아에 해당하는 시기. 진심으로 스승의 가르침을 청해야 할 것이다. 그래야만 사제간의 마음이 호응할 것이 아닌가.
점은 치는 경우, 성심성의를 다해 점을 치면 최초에 반드시 진실이 나타난다. 그러나 점 친 결과가 마음에 안 든다고 해서 점을 다시 쳐 본다면 이것은 점의 신성을 모독하는 것이다. 가르침을 의심하는 자에게 가르치는 것은 결국 가르침을 받는 자까지 모독하는 결과가 되기 때문이다.
[몽]의 도로서 바른 덕을 기르는 것은 장차 성인의 길에 들어가게 하는 공(功)이 되는 것이다.","산 기슭에 솟아나는 샘. 이것이 몽의 괘상이다. 군자는 이 괘상을 보고 샘이 큰 강이 되 듯이 해야 할 일을 행하고 움직이지 않는 산의 모습과 같이 몸의 덕을 기른다.","몽은 젊음, 아동, 확인하기 어려움, 밝지 않음과 같은 의미가 있다. 산 기슭에 샘물이 솟아 올라, 물기가 가득히 차서 안개로 변하고 주위의 상황을 똑똑히 확인하기 어렵게 되고 몽롱하게 흐려지고 있는 상태다.
또 딴 경우론 선생쪽에서 학생에게 질문하는 것이 아니라 학생이 선생쪽에게 가르침을 구하고 계몽을 받는 것이다. 하문에 진실한 태도가 필요한 것처럼 자기가 점치는 때에는 그 일에 신뢰감을 가지고 행하여야 할 것이다. 두번이나 세번씩 점을 거듭하는 것은 자기의 점에 대해 성실성을 빠트리는 것을 말하며 정확성을 구하지 못할 것이다.","몽은 현재 캄캄하고 뻗어나가지 못하는 상태를 말하고 있다. 또한 고민속에 빠져있는 그대로의 형이다. 
때문에 보통의 운수에서 말하더라도 앞날의 전망을 세우기가 곤란한 때이기 때문에 경솔한 생동은 삼가하지 않으면 안 되는 때이다.
아이가 선생님에게 그 가르침을 구하는 것처럼 선배나, 웃사람의 의견을 듣지 않으면 안 되는 때이다.
또 실력자와 힘을 합해 간다면, 이럭저럭 앞날의 전망도 서게 되고, 일에 대한 방침도 정해져 갈 것이다.
결코 나쁜 운은 아니지만, 확실한 계획을 세울 수 없다든지, 전망이 서지 않는다든지, 일에 대한 계산이 애매하고 모호하다든지 할 때에는 나쁜 쪽으로 기울지 않을 수 없다.","내부에 눈에 안보이는 허가 많은 때이다. 용도가 분명치 않는 지출이 증가해 간다. 수입을 올리려고 하기 보다는 장부의 점검이 더 중요한 때이다.","현재의 마음은 애매한 때이다. 적극적으로 행동할 만큼의 마음가짐도 없을 때이다.
상대편은 적극적으로 나오지만 당신 자체가 꼼짝 못하는 사정이 있는 때이다.","보통의 노력으로선 쉽사리 성취하지 못한다.
또한 무조건 앞으로 나아가서 이야기를 타결시킬 때가 아니다.
단 양자를 맞아 들이는 일에는 생각한 것보다는 좋은 결과를 듣게 될 때이다. 좋은 자식을 얻는다.","병의 증상에 애매한 것이 많을 때이다. X-Ray로도 발견 못하는, 호홉기의 쇠약등이 있을 때이다.
복통, 위장병, 소화불량, 식중독, 월경불순 등이 생기기 쉽다.
때로는 기억상실증도 있을 때이다. 또 귀앓이 등이 생긴다.","자기 단독으로 하는 경우에는 역시 웃사람, 선배의 의견을 듣고 계획을 세워야 한다. 
공동사업의 경우, 상대편에선 대단히 열열한 태도로 나오지만 자기 편에서 곤란한 사정이 있다든가 마음이 그 일에 대하여 확고부동하게 아직도 결정되어 있지 않는 상태에 놓여있는 때이다.","진퇴양난에 빠져 앞으로 나가지 못하는 사정이 있을 때이다. 내부정리를 하여 내부의 유능자에게 교섭을 담당시키는 편이 성공율이 큰 때이다. 모든 일에 있어서 진취적이 못되면 지출이 많든가 예상에 착오가 많은 때이다.","대개 집안에서 일어날 것이다. 찾기가 어려운 때다. 또 멍청해서 두었던 곳을 잊어버리고 있는 수가 많다.","여행은 중지하는 편이 좋을 것이다. 큰 비를 만나서 교통사고를 당하기 쉬운 때이다.
이전(移轉)은 지금이 좋지 않을 때이다.
그 전에 이전했기 때문에 운이 나빠졌다고 생각했던 일이 없었는지 한번 생각해 보도록.","당신의 애매한 마음을 분명하게 하여 목표를 명확하게 하는 것이 선결문제일 것이다.
오래 염원하고 구해서 노력하는 일에는 장래성이 있다. 또 공부와 연구가 중요한 때이다.","선배, 유력자에게 조력을 부탁하면 가능한 때이다. 어떤 일이건 혼자 힘으론 되지 못하는 때이니 주의하도록.","중학까지의 하급학교의 입학이라면 가능한 때다. 유치원, 초등학교등의 입학에는 쫗은 때다.","날씨는 매우 흐리며, 머리가 짖눌리는 것과 같은 느낌의 날씨다. 이 괘는 구름이나 안개가 짙고 햇빛이 쪼이지 않는 날이다.","산수몽(山水蒙)","4"
"수란 기다리는 것, 대기하고 관망한다는 것이다.
인간 세계에는 때가 올때까지 인내하고 자중해야 할 일이 많다. 때를 기다리며 그 기다리는 방법에는 사람마다 각각 다름이 있을 것이다.
그러나 여하튼 움직이면 위험이 따르기 때문에 기다리는 것이다. 상괘는 위험한 강, 하괘는 굳셈을 나타낸다. 몸과 마음이 굳세면서도 위험이 앞에 가로 놓여 있기 때문에 자중하는 모습이다. 배를 기다리지 않고 강물에 뛰어드는 것과 같은 어리석은 짓은 용기가 아니다. 초조해 하지 않고 때를 기다린다. 이것이 참된 용기인 것이다. 힘을 기르면서 때를 기다리면 크게 성공을 바랄 수가 있다. 

위험이 앞에 가로 놓일 때 굳센 사람은 잠시 때를 기다리고 절대로 모무한 폭주를 하지 않는다. 그래서 위험에 빠지지 않고 물 가운데서 오도가도 못하는 곤란에 몸을 던지는 일이 없는 것이다.
수의 괘는 성실함을 마음에 지니고 있어서 크게 뻗어나가서 발전할 모습이다. 동요하지 않는 의지를 가진다면 길함을 얻을 수 있다. 크게 힘을 길러서 일에 대처하면 가령 큰 강을 건너가는 위험을 범하더라도 순조롭게 나아갈 것이다. 오양(五陽)이 천자의 자리에 있어서 중용을 지키고 바른 위치를 점하고 있기 때문이다.","구름이 하늘에 오르고 아직 비가 되어 대지를 윤택하게 적시지는 못한다. 이것이 [수]의 괘상이다. 군자는 이 괘상을 보고 성숙되는 시기를 기다리며 마음과 몸을 기른다.","수는 풍부히 기다린다고 하는 뜻이다.
실력이 충분히 차 있고 곤란한 사태라도 돌파해 가는 때를 말한다. 그리고 자기가 갖고 있는 진심이 밖으로 나타날 만큼 강력한 것이라면 어떤 어려운 대사업에도 성공하리라는 것은 틀림이 없는 것이다.","운수는 자기의 희망이나 목적을 지키고 힘을 충실하게 길러서 대기하고 있는 모습이다.
보통 운수로 말하면 싫어도 기다리고 있지 않으면 안되는 때이다. 예컨대, 오늘 일이라면 다섯시간뒤, 눈 앞의  일일때는 오일, 또 좀 길게 잡았을 때에는 오개월정도가 희망이 달성되는 때에 해당된다. 그러나 이 괘는 생활에 불안감이 없이 기다리는 상태이기 때문에 초초하지 말고 당황하지 말고 풍요성이 갖추어지게 되면 대성할 때이다.
또 [수]는 식물에 관계가 있는 괘이다. 풍족이란 것은 술을 마시고 연회에서 즐거움을 맛 본다고 하는 의미가 있기 때문에 크게 영기를 키우기에도 좋은 때이다.","일상생활에는 아무 부자유도 없다. 기다리고만 있으면 수입의 길은 서서히 커 간다.","서로가 곧 결혼하지 못하는 불우한 상태에 있는 괘이다. 4년이고 5년이고 고생을 함께할 각오를 가진 분에게는 좋은 것이다. 생활과 사업이라고 하는 의미가 강하기 때문에 우선 그 쪽에서부터 안정시키는 것이 중요하다.","좋지 못하다. 이 쪽에서 속히 성사시키고자 생각을 해도 상대가 관심이 없고 다른 곳에 목적이 있다든지 일이나 입장만을 생각하고 있는 때다. 그래서 이럴 때에는 당신도 또 다른 혼인처를 생각해 보는 편이 좋을 것이다.
상대의 인물을 점쳐 봤다면 대단히 성실한 사람이지만, 현재 활동하는 입장에 서 있지 않기때문에 불우한 처지에 놓여있는 때다. 그러나 장래에 대단히 큰 희망을 걸고 있는 사람이기 때문에 멀지 않아 비약적으로 발전할 사람이다.","복막염, 간경화, 알콜중독, 변비, 소화불량, 고혈압, 복부에 물이 생기는 병, 임질, 각혈 등이 생기기 쉽다.","당신의 계획 사업의 장래성은 대단히 유망하다. 그러나 현재, 주위의 사정으로 봐서 잠시동안은 관망하고 있는 것이 상책이다. 
현재는 지반을 튼튼히 만들어 가면서 기다리고 있도록.","지금당장 진행되지는 못한다. 상대의 마음이 의혹심을 가지고 있고 또 좋은 기분으로 받아들이는 마음의 여유가 없는 때이다. 또한 때로는 상대에게 책략이 있을 때이므로 경계를 게을리하지 말도록. 이런 때에는 초초하지 말고 조용하게 때를 기다리고 있으면 효과를 기대할 수 있을 것이다.
바쁘게 서둘면 분쟁, 소송이 될 가능성도 있을 때이다.","쉽게 안 나온다. 집안 물건은 시간이 흐르면 찾을 수도 있다. 연회, 파티 등에서 분실한 물건이라면 주위 사람 중 누군가 잘 알고 있는 경우도 있을 것이다.","여행은 업무때문이라면 지금 가도 목적은 달성 안된다. 놀러 가는 여행도, 날짜를 늦추는 편이 즐거운 여행이 된다. 빨리 가면 비를 맞거나 서로 만나지 못하는 수가 생긴다. 
이사는 시기가 와서 우연히 적합한 집이 발견될 때까지 기다리는 것이 좋다.","조급히 해결하고 싶어하는 것은 달성이 안된다.
긴 시간을 통해서 공을 싸 올린 것이라면 달성될 것이다. 그러나 이 괘의 경우, 기다리고 있으면 좋을 줄 알지만 당장 마음이 조급해지는 때이기 때문에, 자중하지 않으면 곤란속에 빠져 들어가 헤어나지 못할 염려가 있다.","마음을 여유있게 가지고 서서히 움직이는것이 상책인 때다. 회사 내부에서 다른 일에 자리를 옮기고 싶은 의향을 갖게 되는 때라도 덤비지 말고, 가만히 대기하고 있는 것이 좋다.","단기간의 노력으로 실력이 생긴다면, 정식으로 응시해 볼 수도 있으나 대개는 보충이나 결원등을 생각해야 할 때다.","구름이 있으니 비가 내리는 날씨처럼 느끼지만 좀처럼 내리지 않는다. 곳에 따라선 부분적으로 잠깐 비가 내리는 정도다.","수천수(水天需)","5"
